index,video_id,url,title,duration,duration_seconds,views,upload_date,channel
158,keOaQm6RpBg,https://www.youtube.com/watch?v=keOaQm6RpBg,Ed's Heinz Ad,1:19,79,10451564,,Heinz
159,MNtnay3k9gs,https://www.youtube.com/watch?v=MNtnay3k9gs,Commercial Project - Ballpen - 1 minute version,1:01,61,1193541,,Ryan Umbana
160,fvyBCesuxMM,https://www.youtube.com/watch?v=fvyBCesuxMM,The New Kid | Doritos Commercial,0:31,31,74859005,,Disruptor Comedy
161,qbws42KQxP8,https://www.youtube.com/watch?v=qbws42KQxP8,6 AM,1:00,60,895013,,Film Theater Forum
162,58mqlhSLjbw,https://www.youtube.com/watch?v=58mqlhSLjbw,Kopiko Blanca Advertisement [For Educational Purposes Only],1:05,65,368744,,Marky Videography.
163,IUFXxHiyNqE,https://www.youtube.com/watch?v=IUFXxHiyNqE,One You 1-minute TV advert,1:01,61,91970,,UK Health Security Agency
164,lnY3Cl1BBpw,https://www.youtube.com/watch?v=lnY3Cl1BBpw,Tuloy Pa Rin,1:02,62,3753291,,McDo Philippines
165,vNmhDM3xWtI,https://www.youtube.com/watch?v=vNmhDM3xWtI,Bear Brand | Milk Commercial/ Advertisement | 30 Second - Video Project,0:30,30,968887,,Le Anne Flores
166,iw4NobfELVU,https://www.youtube.com/watch?v=iw4NobfELVU,Most Creative Advertisement,0:41,41,184408,,Timespan
167,fnf_c-hHUzU,https://www.youtube.com/watch?v=fnf_c-hHUzU,C2 GREEN TEA COMMERCIAL | SCHOOL PERFORMANCE TASK | GROUP 4,0:31,31,602511,,Ms. Jesh
168,skzX1dC24Y4,https://www.youtube.com/watch?v=skzX1dC24Y4,"He Loves Me, McDonalds Commercial 1 minute Long version MJPitts",1:01,61,88695,,Lisa 
169,C7OQHIpDlvA,https://www.youtube.com/watch?v=C7OQHIpDlvA,The Wait  - 1 Minute Short Film | Award Winning,1:00,60,4796592,,Morphine
170,PBth6FOFKDM,https://www.youtube.com/watch?v=PBth6FOFKDM,Example of 1 Minute Advertisement,1:07,67,185422,,Ms. Witty Gorilla
171,XR_-6ABOgyE,https://www.youtube.com/watch?v=XR_-6ABOgyE,"Lucky Me! Minsan Pancit Canton, madalas study buddy.",1:10,70,2975992,,Lucky Me!
172,Cxboe1SEHBs,https://www.youtube.com/watch?v=Cxboe1SEHBs,ADVERTISEMENT PRODUCT (Nature's Spring Water),1:02,62,309392,,Lanie Rose Dote
173,NCx5nEy8ddY,https://www.youtube.com/watch?v=NCx5nEy8ddY,Cutiespotting,1:04,64,3242393,,Selecta Cornetto
174,xpIOw58aLzM,https://www.youtube.com/watch?v=xpIOw58aLzM,pancit canton advertisement,1:03,63,506883,,Rence Isles
175,uXlWYZ022zU,https://www.youtube.com/watch?v=uXlWYZ022zU,Nike - Running Isn't Just Running | Spec Ad,0:46,46,1169207,,Adam Saunders
176,P-gP9t3vuJU,https://www.youtube.com/watch?v=P-gP9t3vuJU,#BonggangBonggangHairBounce MTV with Maine and Zephanie!,1:21,81,4024126,,PalmoliveNaturalsPH
177,KPvyq_KmXhc,https://www.youtube.com/watch?v=KPvyq_KmXhc,Crystal Pepsi launch ad - 1-minute version - 1993,1:00,60,1056375,,VCRchivist
178,zRRm1Kpx5zQ,https://www.youtube.com/watch?v=zRRm1Kpx5zQ,COCA-COLA Emoticons,0:46,46,2495534,,Coca-Cola
179,JsVQkCkRv_0,https://www.youtube.com/watch?v=JsVQkCkRv_0,MILO ADVERTISEMENT,1:21,81,301796,,Trishia Talaver
180,nWrziF6aW0g,https://www.youtube.com/watch?v=nWrziF6aW0g,CLOVER COMMERCIAL,1:03,63,196982,,MA TM
181,A92_B_mnO-I,https://www.youtube.com/watch?v=A92_B_mnO-I,Great Ideas | Spec Ad | Post-it (2020),1:09,69,847745,,Filmakademie Baden-Württemberg
182,6AgJo4hoTBw,https://www.youtube.com/watch?v=6AgJo4hoTBw,Hu u po?,1:29,89,9676100,,TNT
183,0BfKbmJB4MU,https://www.youtube.com/watch?v=0BfKbmJB4MU,C2 Advertisement (group 4),1:00,60,74360,,Airezel Cañas
184,XALBGkjkUPQ,https://www.youtube.com/watch?v=XALBGkjkUPQ,Imagine for 1 Minute,1:00,60,382494,,Conservation International
185,02oNNx2OxDg,https://www.youtube.com/watch?v=02oNNx2OxDg,Yakult commercial,1:07,67,157898,,Christian Louies Aquino
186,1QbYvIsaTWw,https://www.youtube.com/watch?v=1QbYvIsaTWw,Watch James Reid’s MILO Champ Moves to #BeatEnergyGap | Nestlé PH,0:32,32,1978402,,Nestlé Philippines
187,jmYZk55CxQI,https://www.youtube.com/watch?v=jmYZk55CxQI,"ADVERTISEMENT, “JUMAR’S NATURE’S SPRING DRINKING WATER”",1:06,66,168833,,Jumar Saberon
188,YH5KjSVeDgE,https://www.youtube.com/watch?v=YH5KjSVeDgE,Coca-Cola Commercial (1-minute version),1:01,61,429,,Cristian Forero
189,lY7fdj4fxjY,https://www.youtube.com/watch?v=lY7fdj4fxjY,Isang Kilong Tiis | TNT Giga Video,1:21,81,2915686,,TNT
190,7Ku89Do2cY0,https://www.youtube.com/watch?v=7Ku89Do2cY0,The 5 minute sales pitch,0:38,38,699034,,RedPandas Digital
191,Y1nQM3uCn7A,https://www.youtube.com/watch?v=Y1nQM3uCn7A,ADVERTISEMENT at home: YAKULT(VIDEO PRODUCTION),0:44,44,65348,,Harry Macaraeg
192,DUjjMplAsiM,https://www.youtube.com/watch?v=DUjjMplAsiM,Yakult Commercial (Tekstong persuweysib),1:22,82,256412,,"QUEZADA, COLLEEN MIEL E."
193,xV9HnITo2C0,https://www.youtube.com/watch?v=xV9HnITo2C0,'Toast' - One Minute Comedy Film | Award Winning,1:00,60,790374,,Moloney Media
194,ZMcqjbpnNk4,https://www.youtube.com/watch?v=ZMcqjbpnNk4,How To Fall Asleep In 2 Minutes…,0:43,43,1755568,,Steveslife
195,AMv2UL6GAg4,https://www.youtube.com/watch?v=AMv2UL6GAg4,Sell Me This Pen - Best Answer #shorts,0:41,41,1136225,,Patrick Dang
196,B-g3L7NFAuA,https://www.youtube.com/watch?v=B-g3L7NFAuA,Inka Magnaye | 1-Minute Commercial Voice Over Challenge,1:00,60,473258,,Inka Magnaye
197,_UDnUTSsHI8,https://www.youtube.com/watch?v=_UDnUTSsHI8,How to avoid YouTube ads - NO APPS NEEDED - Easy Hack,0:48,48,475828,,Abdullah Alwazzan
198,5hPtU8Jbpg0,https://www.youtube.com/watch?v=5hPtU8Jbpg0,Stone | 1 Minute Short Film | Hot Shot,1:02,62,1852324,,Hot Shot
199,UmApzjkZQro,https://www.youtube.com/watch?v=UmApzjkZQro,How to Fall Asleep in 1 Minute,0:38,38,10166513,,Sambucha
200,lACHhr7RKXc,https://www.youtube.com/watch?v=lACHhr7RKXc,Why hasn't Apple invented this yet?!,1:00,60,124486458,,Unnecessary Inventions
201,n2s1h4ReE_Y,https://www.youtube.com/watch?v=n2s1h4ReE_Y,The GOLDEN Rule Of Selling | Sales Tips #Shorts,0:53,53,728667,,SOCO/ Sales Training
202,d3j2_Nk8Mtk,https://www.youtube.com/watch?v=d3j2_Nk8Mtk,"Goodbye, My Beautiful Boy 🕊️ #futurama #funny #cartoon #thesimpsons #movie",0:52,52,10720448,,Fry's Futuristic Shorts
203,TJryIc0Cwy4,https://www.youtube.com/watch?v=TJryIc0Cwy4,Clash Royale: The Last Second (Official Commercial),0:50,50,412729122,,Clash Royale
204,aQJZlCaesbM,https://www.youtube.com/watch?v=aQJZlCaesbM,roasting every fast food restaurant in under a minute #Rap #FastFood,0:52,52,49681588,,Mr. Grande
205,pABUi669v3g,https://www.youtube.com/watch?v=pABUi669v3g,Trump ends trade talks with Canada after Reagan ‘anti-tariffs’ ad,1:04,64,457583,,The Independent
206,JgGfj2r024I,https://www.youtube.com/watch?v=JgGfj2r024I,We Clean Your House in Under a Minute or Your Money Back!,0:46,46,323704601,,Daniel LaBelle
207,oGqNu29DgWw,https://www.youtube.com/watch?v=oGqNu29DgWw,ASMR Doctor has 1 Minute #Shorts (roleplay),0:56,56,1586080,,SRP ASMR
208,cMBzJXZybSk,https://www.youtube.com/watch?v=cMBzJXZybSk,Don't Tell Autistic People This,1:07,67,1709409,,1 Minute Talk Show
209,P8XBaOVqg1I,https://www.youtube.com/watch?v=P8XBaOVqg1I,What does a leader do? #shorts #barackobama #leadership,0:40,40,809801,,The Big-League Motivation
210,uCpUxucC1Ds,https://www.youtube.com/watch?v=uCpUxucC1Ds,How To Grow Taller ☝🏼 #shorts,0:37,37,92345179,,Rosanna Pansino
211,U_fikoCzu2M,https://www.youtube.com/watch?v=U_fikoCzu2M,New Dove 1 Minute Conditioners,0:31,31,508340,,Dove PH
212,b-l_3EnvJhw,https://www.youtube.com/watch?v=b-l_3EnvJhw,Introducing Duolingo Math,0:30,30,7100565,,Duolingo
213,rBlFqT4qvc0,https://www.youtube.com/watch?v=rBlFqT4qvc0,How To Sell Anything To Anyone!,0:57,57,1844706,,Vusi Thembekwayo
214,LHNjAN85jdw,https://www.youtube.com/watch?v=LHNjAN85jdw,How Much MONEY A Small Youtuber MAKES From AD REVENUE,0:31,31,893377,,Starix Gaming
215,u1Fa_XODPrM,https://www.youtube.com/watch?v=u1Fa_XODPrM,Can You Make Money Taking Surveys #Shorts,0:33,33,9811784,,Jenny Hoyos and The Rat Race with Jenny Hoyos
216,-FmR-BBmYfM,https://www.youtube.com/watch?v=-FmR-BBmYfM,Employee Of The Month | One Minute Short Film | Film Riot & Filmstro,1:00,60,267584,,Atte Merikallio
217,Uiyn55RpuD0,https://www.youtube.com/watch?v=Uiyn55RpuD0,Branding In 1-Minute,0:55,55,80824,,The Futur
218,FNnK1J-BdiM,https://www.youtube.com/watch?v=FNnK1J-BdiM,The World's Largest iPhone Has a Secret...,0:56,56,42775167,,Marques Brownlee
219,3fsHeAgBQYY,https://www.youtube.com/watch?v=3fsHeAgBQYY,GROUOP 1 COMMERCIAL ( School project),0:55,55,191398,,Quennie Martin
220,QEmygrtBAlU,https://www.youtube.com/watch?v=QEmygrtBAlU,"आसानी से सीखें कीचड़ में English बोलना | Daily English Connection, Kanchan 1minute #shorts",1:00,60,99228357,,English Connection
221,jTW777ENc3c,https://www.youtube.com/watch?v=jTW777ENc3c,Compound Interest Explained in One Minute,1:28,88,698079,,One Minute Economics
222,951Jnu-nLuQ,https://www.youtube.com/watch?v=951Jnu-nLuQ,Jenna Ortega Explains Her Method Acting,0:30,30,2057089,,Entertainment Tonight
223,mVYyyjQ22YU,https://www.youtube.com/watch?v=mVYyyjQ22YU,1 MINUTE AGO: William ADMITS He Wants Andrew Out For VERY Personal Reasons,0:52,52,12828,,House Of Windsor 
224,egK37yP_bAk,https://www.youtube.com/watch?v=egK37yP_bAk,Sharing Snacks! 🍡 Mighty Little Bheem | Netflix Jr #shorts,0:54,54,939230803,,Netflix Jr.
225,naj8loboDxM,https://www.youtube.com/watch?v=naj8loboDxM,Dior Sauvage Elixir 1-Minute Review #Shorts,0:53,53,461103,,Scenteno
226,4SZXTSnv7QU,https://www.youtube.com/watch?v=4SZXTSnv7QU,The Last Salt Lady Of Indonesia #411,0:58,58,46329099,,Nas Daily
227,0G2zj8cJ0FY,https://www.youtube.com/watch?v=0G2zj8cJ0FY,every year of a Gen Z’s life in under a minute.. #ad,0:42,42,10960746,,Mr. Grande
228,Ph7IZI4uy_Y,https://www.youtube.com/watch?v=Ph7IZI4uy_Y,MAGGI 2- Minute Noodles SARO FILM - TAMIL,0:31,31,7159403,,MERI MAGGI
229,F-oLLqILsAU,https://www.youtube.com/watch?v=F-oLLqILsAU,Introducing Duolingo Max,0:31,31,14294236,,Duolingo
230,zn3DmKwfpZg,https://www.youtube.com/watch?v=zn3DmKwfpZg,Kevin couldn’t fool this entrepreneur 😂 | Shark Tank US #shorts,0:42,42,5407633,,Sony Pictures Television
231,84BeRFLDPF4,https://www.youtube.com/watch?v=84BeRFLDPF4,WALL-E in ONE MINUTE #shorts,1:00,60,14200839,,Shorts by Cas
232,_dh_KRV4JgA,https://www.youtube.com/watch?v=_dh_KRV4JgA,"Timer for Kids! 1 Minute Timer with Music for Classroom, Dance, Learn, Play, Work To!",1:07,67,516268,,Mr. Timer
233,dHwXV7IwEQs,https://www.youtube.com/watch?v=dHwXV7IwEQs,How to do a TIKTOK Color Picking Trick in PROCREATE #Shorts,0:54,54,37226345,,Art with Flo
234,9mip48n3Ncs,https://www.youtube.com/watch?v=9mip48n3Ncs,The NBA Playoffs in One Minute,1:00,60,2243091,,2Tall Animation
235,h8ZJSAyJ_bQ,https://www.youtube.com/watch?v=h8ZJSAyJ_bQ,Communication Hack for Connection & Influence | #shorts,0:30,30,3510861,,Dr. Shadé Zahrai
236,XWQRuRIxMBI,https://www.youtube.com/watch?v=XWQRuRIxMBI,The Ontario anti-tariff ad which led Trump to end trade talks with Canada,0:59,59,547951,,Global News
237,43HnmG5IwdU,https://www.youtube.com/watch?v=43HnmG5IwdU,Easy Wiggly Text Animation in PROCREATE #Shorts - Quick Procreate Tutorial,0:37,37,7820523,,Art with Flo
238,8FoSl7cn6yU,https://www.youtube.com/watch?v=8FoSl7cn6yU,1 Minute Lego Speed Building Challenge | A.D HQ #classicalmusic #legoshorts #legospeedbuild,1:00,60,2,,A.D Headquarters
239,RN0vvKxKNzo,https://www.youtube.com/watch?v=RN0vvKxKNzo,Singapore's Trash Journey  #8,1:00,60,47567238,,Nas Daily
240,hjYquJuIfMw,https://www.youtube.com/watch?v=hjYquJuIfMw,The physics of air conditioning in under one minute,0:56,56,929232,,ConsulabOfficialEN
241,Rvsv5yctu8c,https://www.youtube.com/watch?v=Rvsv5yctu8c,How to fold fitted sheets in less than 1 minute,0:44,44,1321879,,Manchester Factory
242,cAT_4N8o6Do,https://www.youtube.com/watch?v=cAT_4N8o6Do,The Fried Liver Attack In 1 Minute,0:58,58,3717371,,Gotham Clips
243,8XUunkGJw4g,https://www.youtube.com/watch?v=8XUunkGJw4g,What is dropshipping and how to start,0:37,37,1791401,,Learn With Shopify
244,JB-Yz22b0XY,https://www.youtube.com/watch?v=JB-Yz22b0XY,One Minute Gospel (With Greg Laurie),1:00,60,142955,,Pastor Greg Laurie
245,Q15SJ8lO5IE,https://www.youtube.com/watch?v=Q15SJ8lO5IE,SEO Explained in One Minute 😮🔥  #shorts,0:53,53,325511,,WsCube Tech
246,zHoBdgS-MpQ,https://www.youtube.com/watch?v=zHoBdgS-MpQ,How To Advertise For A Small Business,0:49,49,618042,,Adam Erhart
247,vJOzvpD38YU,https://www.youtube.com/watch?v=vJOzvpD38YU,Why so many Ads on YouTube #LLAshort 369,0:59,59,2263949,,Labour Law Advisor
248,JXvXrBtdhIs,https://www.youtube.com/watch?v=JXvXrBtdhIs,One Minute of Dad Jokes on Dock Tok,1:00,60,11007171,,Dock Tok
249,Ir_0hu26Vgc,https://www.youtube.com/watch?v=Ir_0hu26Vgc,🇮🇳 Indian Toothbrush & Toothpaste #shorts,0:49,49,62255042,,Dental Digest
250,wWG7-E8FddY,https://www.youtube.com/watch?v=wWG7-E8FddY,5 signs you’re smarter than average #shorts,0:40,40,13516137,,AsapSCIENCE
251,8ibLix2XY2I,https://www.youtube.com/watch?v=8ibLix2XY2I,How to use your arms when running #runningtips,0:31,31,10608697,,Chari Hawkins
252,7H6Q7Qo9YfE,https://www.youtube.com/watch?v=7H6Q7Qo9YfE,"Relieve Low Back Pain, Buttocks & Sciatica in 1 Minute!  Dr. Mandell",0:59,59,899073,,motivationaldoc
253,1HFOeefIudE,https://www.youtube.com/watch?v=1HFOeefIudE,Did Better Call Saul Get This Right? #bettercallsaul #breakingbad,0:56,56,2822400,,Law By Mike
254,Pxl9ztw73OA,https://www.youtube.com/watch?v=Pxl9ztw73OA,What should we call it if not ice cream? ~ 1-Minute English Learning ~ #EnglishConnection #shorts,0:56,56,57590999,,English Connection
255,5T0KyjvIqEo,https://www.youtube.com/watch?v=5T0KyjvIqEo,PLASTIC POLLUTION - An Advocacy In A Minute (NAS DAILY INSPIRED),1:18,78,85983,,Ronn Manalo
256,SIzXVvb7xy8,https://www.youtube.com/watch?v=SIzXVvb7xy8,Enable your scheduled daily digest in the YouTube app,0:33,33,8200402,,YouTube Viewers
257,LBf9jgiFHQc,https://www.youtube.com/watch?v=LBf9jgiFHQc,#smartgaudget,0:56,56,122381,,BW YASH FF
258,9h1W0ckZgu8,https://www.youtube.com/watch?v=9h1W0ckZgu8,"Rosetta Stone Commercial- 'Día a Día, Day by Day' 1 minute version",1:01,61,244,,Craig Tucker
259,YueJukoFBMU,https://www.youtube.com/watch?v=YueJukoFBMU,Game Theory Explained in One Minute,1:28,88,850993,,One Minute Economics
260,FKHmcyoySNo,https://www.youtube.com/watch?v=FKHmcyoySNo,1 minute of ✨pain✨,0:47,47,776103,,Nirmal Pillai
261,ckxYYYi0Sds,https://www.youtube.com/watch?v=ckxYYYi0Sds,Guess the Country? 🇩🇩🇪🇮🇳🇨🇦🇩🇰🇲🇽🇲🇲🇲🇪🇪🇬🇨🇳🇨🇮🇨🇭🇮🇸🇮🇮🇹🇮🇪🇮🇩🇱🇰🇮🇷🇷🇴🇷🇺🇪🇸🇪🇺🇳🇴🇳🇱🇳🇿🇹🇭🇵🇰,0:33,33,83508265,,Arsalan Has Naan
262,CrugWwpcXXA,https://www.youtube.com/watch?v=CrugWwpcXXA,easy MAYO recipe,0:33,33,4073173,,Taste Spell
263,5Tkel_TpEZg,https://www.youtube.com/watch?v=5Tkel_TpEZg,Why is my animation in FlipaClip so fast!!!,0:58,58,4945082,,FlipaClip
264,1fmNUYdvCPo,https://www.youtube.com/watch?v=1fmNUYdvCPo,1 Minute ADVERTISEMENT/COMMERCIAL sample (project)  Glow N' Go Soap (Portrait mode),1:09,69,16844,,KurttJustin
265,umnz-4ZlrEc,https://www.youtube.com/watch?v=umnz-4ZlrEc,DishFish™ Scrubber Commercial | 1 Minute - Short Form,1:01,61,27444,,DishFish™
266,5kdJXqFOlq8,https://www.youtube.com/watch?v=5kdJXqFOlq8,English TV Commercial 1 Min 30  1,1:02,62,312,,YANANI STUDIOS FILM
267,OQkgIr9XRY4,https://www.youtube.com/watch?v=OQkgIr9XRY4,Water Quality Commercial 1 minute,1:05,65,6141,,Charlotte-Mecklenburg Storm Water Services
268,2qZhB7yOwNo,https://www.youtube.com/watch?v=2qZhB7yOwNo,Brewhouse Coffee Roasters commercial - 1 minute version,1:04,64,578,,Undercover Roasters
269,7d0PO78D2kc,https://www.youtube.com/watch?v=7d0PO78D2kc,1-Minute Commercial Project,1:06,66,664,,Cristine Janna
270,DBLK3vd-wYI,https://www.youtube.com/watch?v=DBLK3vd-wYI,Two Finder Commercial Ads in Australia (1 Minute),1:00,60,296,,Joseph Steventon
271,VtpfOZgbE4k,https://www.youtube.com/watch?v=VtpfOZgbE4k,Kohaku Commercial 1 minute,1:00,60,1243,,Kohaku Japanese
272,380oB-2gisg,https://www.youtube.com/watch?v=380oB-2gisg,1999 Dodge Viper Ad Commercial - 1 min version,1:00,60,181,,ArchivalAdventures
273,kgd2QdvO8W8,https://www.youtube.com/watch?v=kgd2QdvO8W8,1 min coke vs pepsi commercial,1:01,61,190,,jmaz420
274,0bAKOanwv3Q,https://www.youtube.com/watch?v=0bAKOanwv3Q,1 minute video commercial,1:02,62,5533,,Diorella Mari Villanueva
275,LbNxes6bH1Q,https://www.youtube.com/watch?v=LbNxes6bH1Q,Windshield wipers | OXIMO TV Commercial 1 minute version,1:01,61,3321,,OXIMO
276,o3CnXZMqZVE,https://www.youtube.com/watch?v=o3CnXZMqZVE,1 min Voice Over commercial,1:10,70,232,,MAD House Productions
277,ukx59UtAi14,https://www.youtube.com/watch?v=ukx59UtAi14,Snowball Commercial (1 Minute Version),1:01,61,448,,Snowball
278,zZEYRb6FydM,https://www.youtube.com/watch?v=zZEYRb6FydM,1 min commercial nike,1:02,62,60,,Matthew Bueltel
279,UtdruCYO4Xo,https://www.youtube.com/watch?v=UtdruCYO4Xo,Vertical TV 1 Minute Commercial Video,1:01,61,147,,Vertical TV
280,hvaDEv_xcTk,https://www.youtube.com/watch?v=hvaDEv_xcTk,Mo Kutz Barber Shop 1 min. Commercial Advertisement,1:17,77,1040,,Mickey Manaway
281,uYJHcdeRS-4,https://www.youtube.com/watch?v=uYJHcdeRS-4,1 min. Commercial Reel,0:57,57,425,,kflaat5
282,NcjylKPMchM,https://www.youtube.com/watch?v=NcjylKPMchM,123@myphoto.com TV Commercial - 1 Min,1:01,61,3327,,MyPhoto
283,Gd23vGAoCIE,https://www.youtube.com/watch?v=Gd23vGAoCIE,Wallkeepers TV Commercial - 1 Min,1:01,61,140,,MyPhoto
284,jeKM_xA_p28,https://www.youtube.com/watch?v=jeKM_xA_p28,bottled water commercial (1 min),1:01,61,127,,Joel Gardoski
285,ZHkDrvWTGhU,https://www.youtube.com/watch?v=ZHkDrvWTGhU,Budweiser Wild West Super Bowl Commercial 2011 (1MIN EDIT),1:02,62,6,,Scott D
286,pc88tdxREZc,https://www.youtube.com/watch?v=pc88tdxREZc,Chamber View 1 Minute Commercial Spot,1:01,61,5627,,Chamber-View
287,sLHOx3KYpgM,https://www.youtube.com/watch?v=sLHOx3KYpgM,Volunteer Commercial - 1 minute,1:04,64,1574,,Charlotte-Mecklenburg Storm Water Services
288,BosSb8wnVSI,https://www.youtube.com/watch?v=BosSb8wnVSI,Nissan: 1 Minute Commercial,1:01,61,522,,EcoPlanetSeries
289,RZo00a_b0hA,https://www.youtube.com/watch?v=RZo00a_b0hA,TDA Commercial 1 Min Version,1:01,61,771,,Dance Academy
290,3ZyfvekQkCU,https://www.youtube.com/watch?v=3ZyfvekQkCU,1986 Chevy  Truck -Lean On Me Commercial- 1 min..AVI,1:01,61,6245,,wnychevy09
291,Rx_Ibk5AVNY,https://www.youtube.com/watch?v=Rx_Ibk5AVNY,USocial Commercial 1 min Preview  Dr. Leyla Ali,1:01,61,93,,Deprescribing Pharmacist
292,YaTVH0CwJig,https://www.youtube.com/watch?v=YaTVH0CwJig,Benfield - Enjoy The Journey - Brand commercial (1 min version),1:03,63,232,,everything different
293,TjWrD7uRNX4,https://www.youtube.com/watch?v=TjWrD7uRNX4,Greek Goddess Inspired Shampoo Commercial (1 min. Version),1:01,61,145,,Hannah Soriano-Co
294,acqFqqir5SA,https://www.youtube.com/watch?v=acqFqqir5SA,Church of Scientology 2017 Super Bowl Ad Commercial 1min version,1:08,68,128,,Church of Scientology Northumbria
295,W63YhPmYoJA,https://www.youtube.com/watch?v=W63YhPmYoJA,REINALDOHOST I 1-Minute Commercial Voice Over Challenge,1:00,60,32,,Reinaldo Dellán
296,715-DqA8W1U,https://www.youtube.com/watch?v=715-DqA8W1U,The League of Contractors - 1 min. Commercial by Split Remedy Media,1:03,63,23,,Split Remedy Media
297,Oo75qhUanls,https://www.youtube.com/watch?v=Oo75qhUanls,Livingworks Indonesia - Commercial 1 Min,1:02,62,135,,Livingworks Indonesia
298,kHuIQE0pMtE,https://www.youtube.com/watch?v=kHuIQE0pMtE,Private School Social Video Ad by 1 Minute Media,0:46,46,731,,1 Minute Media
299,1RfnVjeEfqM,https://www.youtube.com/watch?v=1RfnVjeEfqM,Rachel Mai Social Media Commercial (1 min),0:51,51,135,,Sounds of One
300,uVb41NRsc3s,https://www.youtube.com/watch?v=uVb41NRsc3s,Heart & Hustle (Quickbooks Commercial) 1 min.,1:01,61,105,,Heart & Hustle
301,Z_14D0kZ-mE,https://www.youtube.com/watch?v=Z_14D0kZ-mE,1- min TRENDY Explainer Commercial Video,1:01,61,96,,Chetan VFX Artist
302,OIh-AWlFQTk,https://www.youtube.com/watch?v=OIh-AWlFQTk,Car Commercial 1 min,1:03,63,29,,Christopher Myers
303,eNhmBpsqbdM,https://www.youtube.com/watch?v=eNhmBpsqbdM,time for tea 1 min commercial,1:01,61,112,,Ai Ishiguro
304,wF4yUHqKXHE,https://www.youtube.com/watch?v=wF4yUHqKXHE,The Wi U 1 Min Commercial,1:04,64,71,,WiUCharger
305,9qPzqWWb5Uo,https://www.youtube.com/watch?v=9qPzqWWb5Uo,HydroburnPSR 1-Minute Commercial,1:07,67,2051,,CimTek2009
306,aY-G8vcOhYg,https://www.youtube.com/watch?v=aY-G8vcOhYg,Staedtler animated commercial (1 min),1:01,61,432,,rachlouise3
307,StQZ9y4vagc,https://www.youtube.com/watch?v=StQZ9y4vagc,Tidymates commercial (1 min.),1:01,61,8541,,Tidymates by trio
308,sbDUG4GsBLM,https://www.youtube.com/watch?v=sbDUG4GsBLM,1 min commercial,1:01,61,105,,Tim Schwieters
309,bpg4NmCG49M,https://www.youtube.com/watch?v=bpg4NmCG49M,Elisa Finland Telecom Commercial 1 minute,1:01,61,3356,,ike seamans
310,NhEUWxiKxAg,https://www.youtube.com/watch?v=NhEUWxiKxAg,Duffers Pub Commercial 1 Minute Spot (HD),1:01,61,6205,,riproarinproductions
311,3JRdwXym56k,https://www.youtube.com/watch?v=3JRdwXym56k,Branson Center Stage Commercial 1 Min Promo,1:20,80,33,,Leah Smith
312,NUptS2QavI8,https://www.youtube.com/watch?v=NUptS2QavI8,rough ess commercial  - 1 min version,1:07,67,1910,,justin lovell
313,UM4uAEuBq0g,https://www.youtube.com/watch?v=UM4uAEuBq0g,INTV Commercial 1 min.,1:01,61,13,,INTV
314,XWvuUg1K3fM,https://www.youtube.com/watch?v=XWvuUg1K3fM,Lumineer TV Commercial 1 minute,1:00,60,16,,Loyd Dowd
315,sUR9egcfv6U,https://www.youtube.com/watch?v=sUR9egcfv6U,HostWink.com Commercial - 1 minute,1:01,61,1566,,hostwink
316,bfF30q_c18g,https://www.youtube.com/watch?v=bfF30q_c18g,How to make a Heineken Commercial in under 1 Minute,0:57,57,1349,,Jérôme Mergen
317,sTQPADllEp8,https://www.youtube.com/watch?v=sTQPADllEp8,Marketing 300 - Kickz Commercial (1 min.),1:07,67,87,,Massive Films
318,ww5tCr3CMC8,https://www.youtube.com/watch?v=ww5tCr3CMC8,Our Chair Your Way: 1 Minute Commercial,0:52,52,212,,My Custom Sports Chair
319,5hNhoQEJOYY,https://www.youtube.com/watch?v=5hNhoQEJOYY,Glossier | Spec Commercial (1 min),1:04,64,30,,Jessie B 
320,PzblcTZg0fg,https://www.youtube.com/watch?v=PzblcTZg0fg,"Lost Boo Berry Commercial (1 minute version, 1973)",1:02,62,111424,,Meredith Wyrick
321,oCZhSmklw-A,https://www.youtube.com/watch?v=oCZhSmklw-A,MFC commercial 1 minute,1:06,66,230,,Gary David Bouton
322,T2iPJH-Y4jg,https://www.youtube.com/watch?v=T2iPJH-Y4jg,Triboro Motors 1 minute Commercial,1:05,65,467,,Philadelphia Media Lab
323,HvBEnSGV3Uk,https://www.youtube.com/watch?v=HvBEnSGV3Uk,Channel 13 Commercial (1 minute),1:01,61,12,,First Prime Realty Group
324,FdoDKhSyHmM,https://www.youtube.com/watch?v=FdoDKhSyHmM,Behind the Actor-1 min. commercial,1:01,61,335,,Gman Schrader
325,zTvZg6v8HdI,https://www.youtube.com/watch?v=zTvZg6v8HdI,Eustachi Commercial 1 min,1:01,61,15086,,NeilMed Eustachi
326,e4PrCDsxdKM,https://www.youtube.com/watch?v=e4PrCDsxdKM,Nov DLA Online Commercial 1 min,1:02,62,24,,Brian Smith
327,cLXQ605fsyg,https://www.youtube.com/watch?v=cLXQ605fsyg,Nanet Suites Commercial (1 minute),1:16,76,595,,KevStel TV
328,bYMlE7zdK-8,https://www.youtube.com/watch?v=bYMlE7zdK-8,1 minute radio ad 2010,1:02,62,3673,,ultimatefearhaunt
329,uW9D07mph_o,https://www.youtube.com/watch?v=uW9D07mph_o,This Is It TV - Season 2 - Commercial (1min),1:01,61,23,,Stratagem Pictures
